CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
04D4jr 53 4 0 D4 1 0.46891 0 0.4684 0 -153.783 0 8.024 0.6755 90.5854 69.5189 68.003 53298.414 0.151 1.5288 0.1207 -0.0611418 0.0266872 22.3869 0.0250373 1.99181E-05 4.59315E-07 -0.000146215 -1.09018E-08 -7.68025E-09 25 26.4048 0.3863 333.559662 -17.350218 10.2174 -10.3157 35.2413 0.021242 42.0976 42.0915 0.1205 0.0929 -0.018 -0.152 0 0.058 0.009 0.002 0.162 -0.008 0.707 3
04D4jw 54 4 0 D4 1 0.95991 0 0.95886 0 -314.553 0 11.226 0.1005 13.2222 12.2647 3.3237 53286.375 0.649 -0.655183 0.4033 -0.190335 0.0616785 24.4902 0.0801223 2.87037E-06 2.1182E-07 0.00624245 -2.73186E-08 6.91606E-09 31 45.0928 0.0622692 334.328705 -17.665495 7.6591 -14.2705 32.5567 0.023478 44.1166 43.9875 0.1599 0.2833 0.111 0.692 0 0.331 0.021 0.011 -0.552 -0.11 0.277 3
05D1az 55 4 0 D1 1 0.8412 0 0.84053 0 -200.823 0 8.631 0.6335 30.5771 20.5143 13.0572 53603.172 0.384 1.8827 0.3685 -0.0114716 0.0551922 23.986 0.0412176 4.56687E-06 1.73371E-07 0.00447958 -3.68053E-08 5.72581E-10 43 36.6561 0.7415 36.302109 -4.602335 9.1973 -9.01915 42.9688 0.02064 43.5933 43.6346 0.1456 0.2172 -0.069 -0.474 0 0.034 0.016 0.025 0.763 0.03 0.359 3
05D1cc 56 4 0 D1 1 0.5632 0 0.56276 0 -133.601 0 9.316 0.2025 46.79 45.4379 21.1343 53607.871 0.23 -0.146679 0.1509 8.18076E-05 0.0276194 23.2606 0.0282052 8.90772E-06 2.31404E-07 0.00095587 -1.55666E-08 -3.9795E-09 52 80.3199 0.0070877 36.629868 -4.164801 10.8171 -13.6269 43.2335 0.024424 42.6083 42.5704 0.1252 0.0928 0.003 0.026 0 -0.067 0.007 -0.004 -0.071 0.014 0.764 3
05D1cl 57 4 0 D1 1 0.8292 0 0.82854 0 -198.405 0 8.42 0.4745 27.7844 22.7588 8.9619 53627.238 0.532 2.3098 0.3439 -0.0666607 0.0540109 24.0982 0.0406247 4.1183E-06 1.54093E-07 0.000565628 -2.67583E-08 1.8838E-09 47 50.404 0.3404 36.273563 -4.220818 8.8371 -9.68238 42.6998 0.023994 43.7614 43.5962 0.1487 0.227 0.137 0.924 0 0.248 0.027 0.043 1.2 -0.005 0.349 3
05D1dx 58 4 0 D1 1 0.57921 0 0.57875 0 -136.613 0 9.416 0.113 63.3361 58.8019 26.8424 53666.527 0.169 0.6482 0.1211 -0.040527 0.0284889 23.0308 0.024361 1.10071E-05 2.46969E-07 -0.000102771 -7.11859E-09 -3.77796E-09 50 41.0775 0.8116 36.945789 -4.03249 10.2156 -12.0179 42.9193 0.023306 42.5878 42.6441 0.1257 0.103 -0.091 -0.723 0 -0.002 0.005 -0.002 -0.007 0 0.702 3
05D1em 59 4 0 D1 1 0.8652 0 0.8645 0 -207.404 0 11.043 0.047 26.1952 17.7719 10.0021 53667.801 0.388 0.2538 0.2859 -0.134668 0.0528799 24.0056 0.0432122 4.4851E-06 1.78506E-07 0.00162049 -1.97168E-08 3.10887E-09 43 61.4682 0.0335241 36.02301 -4.939906 8.6561 -13.5965 38.3445 0.023306 43.7028 43.7099 0.1404 0.2222 -0.035 -0.248 0 0.197 0.009 0.009 -0.178 -0.059 0.322 3
05D1er 60 4 0 D1 1 0.8592 0 0.85851 0 -205.19 0 10.379 0.148 17.4318 9.5534 9.2763 53667.219 0.575 0.4777 0.4356 0.0864685 0.0660004 24.3502 0.0499632 3.26542E-06 1.50268E-07 0.00501353 -2.91127E-08 2.77367E-09 46 51.381 0.2711 36.422737 -4.004535 8.6841 -14.8858 38.7811 0.025456 43.8146 43.6913 0.171 0.2696 0.096 0.559 0 -0.351 0.019 -0.04 -0.057 0.082 0.345 3
05D1hm 61 4 0 D1 1 0.58621 0 0.58575 0 -137.851 0 9.854 0.177 35.672 28.7875 14.6799 53696.055 0.158 1.0927 0.2582 0.1485 0.0376427 23.8408 0.0316869 5.22027E-06 1.52352E-07 0.00153549 -1.70602E-08 -2.74035E-09 37 22.5485 0.9704 36.942574 -4.717286 16.9492 -13.651 44.8419 0.024682 42.9094 42.6757 0.1564 0.1346 0.199 1.273 0 -0.141 0.015 0.002 0.143 0.045 0.815 3
05D1ix 62 4 0 D1 1 0.4892 0 0.48881 0 -116.978 0 7.466 0.7095 93.1764 74.6986 54.1041 53719.438 0.134 0.5499 0.137 -0.0665827 0.0256736 22.621 0.0271614 1.6055E-05 4.01642E-07 0.000343189 -2.08795E-08 -7.21899E-09 30 56.08 0.00267312 36.083195 -4.670004 18.0526 -14.0782 33.4443 0.023392 42.2303 42.2023 0.116 0.0858 0.004 0.031 0 0.026 0.005 -0.004 -0.01 -0.009 0.698 3
05D1ke 63 4 0 D1 1 0.68921 0 0.68866 0 -162.918 0 8.851 0.3325 64.1661 52.1914 17.2592 53731.355 0.344 0.2306 0.2565 -0.1019 0.0471748 23.3482 0.0263613 8.21695E-06 1.99504E-07 0.00130173 -1.22503E-08 -3.42954E-09 13 21.0036 0.072857 36.692883 -4.862496 15.9162 -11.8782 22.4344 0.019866 42.958 43.1035 0.1535 0.1723 -0.128 -0.836 0 0.106 0.006 -0.003 -0.07 -0.033 0.567 3
05D2ab 64 4 0 D2 1 0.32416 0 0.32454 0 113.8101 0 10.098 0.08 135.2797 124.4158 122.7646 53381.254 0.102 -0.157534 0.0838995 -0.0374068 0.0214057 21.7347 0.0263947 3.63193E-05 8.82937E-07 0.000235228 -1.44958E-08 -1.58481E-08 23 31.8869 0.1025 150.461853 2.106329 15.8819 -5.02232 44.758 0.015308 41.1568 41.153 0.1016 0.0619 -0.031 -0.304 0 -0.005 0.008 0.001 -0.008 0.001 0.656 3
05D2ah 65 4 0 D2 1 0.18516 0 0.18538 0 65.1988 0 9.21 0.0145 184.9987 179.0345 178.8148 53382.703 0.03 -0.0736339 0.0477098 -0.00110146 0.0237979 20.4989 0.0288339 0.000113351 3.01025E-06 -0.000146313 3.66975E-09 -6.04804E-08 17 13.4548 0.7052 150.369705 1.862732 15.1202 -6.83594 30.2239 0.01634 39.8169 39.7727 0.1053 0.0685 0.026 0.248 0 -0.021 0.014 0.004 -0.006 0.007 0.668 3
05D2bt 66 4 0 D2 1 0.68116 0 0.68196 0 238.3141 0 6 5 43.4899 41.3127 18.063 53401.496 0.244 0.5043 0.2549 -0.146536 0.047366 23.2399 0.0327179 9.0794E-06 2.73602E-07 0.00183105 -4.09469E-08 -5.41178E-09 30 58.6307 0.00134438 150.417679 2.566161 12.514 -13.7114 43.3942 0.01763 42.9225 43.0776 0.1467 0.171 -0.138 -0.94 0 0.241 0.006 0.001 -0.039 -0.067 0.523 3
05D2bw 67 4 0 D2 1 0.92116 0 0.92223 0 320.7405 0 9.144 0.54 17.0799 11.3794 7.1476 53400.203 0.464 -0.282586 0.4826 -0.129641 0.0613142 24.0921 0.069611 4.14171E-06 2.65542E-07 0.00493701 -7.44678E-08 5.7833E-09 33 21.3912 0.9403 149.627319 2.536402 10.9436 -13.3341 38.6434 0.017286 43.6913 43.883 0.1613 0.2755 -0.21 -1.303 0 0.139 0.013 -0.007 -0.391 -0.056 0.296 3
05D2cb 68 4 0 D2 1 0.42816 0 0.42866 0 149.5956 0 9.534 0.078 47.8777 31.8862 19.3206 53423.012 0.184 0.8882 0.1899 0.1617 0.0286166 23.1457 0.0323063 9.90189E-06 2.94632E-07 0.000507132 -2.47422E-08 -5.78109E-09 30 38.2342 0.1438 149.852417 2.328181 14.7326 -10.2105 36.0103 0.016942 42.0717 41.8623 0.1435 0.0961 0.202 1.404 0 -0.079 0.013 0.006 0.038 0.025 0.974 3
05D2ck 69 4 0 D2 1 0.69916 0 0.69998 0 244.2887 0 10.941 0.095 26.441 22.586 8.5546 53416.84 0.731 -2.62667 0.4549 -0.000495067 0.0673354 24.1952 0.0405 3.76649E-06 1.40497E-07 0.00433744 -2.17083E-08 -4.80363E-10 24 34.4168 0.0775289 150.188339 2.572851 12.3813 -4.94608 33.8979 0.015136 43.3147 43.1468 0.2273 0.2566 0.185 0.814 0 -0.171 0.063 -0.03 -0.635 0.011 0.664 3
05D2dt 70 4 0 D2 1 0.57516 0 0.57584 0 201.6255 0 10.244 0.096 31.6227 29.5487 16.0694 53450.66 0.249 0.1739 0.2699 0.0362779 0.0352402 23.3973 0.0323788 7.85412E-06 2.34226E-07 0.00185014 -3.82458E-08 -4.10183E-09 22 24.3511 0.3846 150.349686 1.857741 13.2549 -6.50463 33.4439 0.016254 42.7468 42.6308 0.1491 0.1268 0.081 0.546 0 -0.098 0.008 -0.003 -0.057 0.023 0.794 3
05D2dy 71 4 0 D2 1 0.51116 0 0.51176 0 178.9701 0 7.738 0.8285 73.2564 64.4231 38.2498 53440.656 0.291 1.5911 0.184 -0.120524 0.0284513 22.6425 0.0252563 1.57404E-05 3.66153E-07 0.000117072 -7.47309E-09 -6.63011E-09 22 49.3999 0.00110368 150.242081 2.1831 13.809 -0.162976 41.4864 0.013588 42.4595 42.3218 0.1151 0.0997 0.141 1.229 0 0.181 0.011 -0.008 0.207 -0.042 0.606 3
05D2ec 72 4 0 D2 1 0.64116 0 0.64191 0 224.0092 0 9.997 0.0565 36.709 34.954 16.5026 53440.355 0.428 -0.203046 0.2113 -0.100494 0.0532163 23.4198 0.0327767 7.69238E-06 2.32221E-07 0.000814072 -1.50397E-08 -5.51935E-09 21 26.3855 0.2355 149.8591 2.013626 12.8192 -14.577 38.3813 0.0172 42.9678 42.9173 0.1683 0.1896 0.061 0.362 0 0.095 0.006 -0.006 -0.089 -0.031 0.592 3
05D2hc 73 4 0 D2 1 0.35116 0 0.35157 0 123.0339 0 10.977 0.092 114.3057 95.1237 73.0157 53471.684 0.141 -0.680634 0.1635 0.0374614 0.0238634 22.4265 0.0263545 1.92052E-05 4.66175E-07 0.000383831 -1.32277E-08 -8.78351E-09 15 12.2265 0.6618 150.019135 1.886025 15.4601 -7.60995 23.4201 0.01548 41.5799 41.3554 0.1196 0.0751 0.212 1.77 0 -0.04 0.012 0.001 -0.02 0.01 0.815 3
05D2ie 74 4 0 D2 1 0.34916 0 0.34957 0 122.2309 0 9.287 0.0525 115.6223 95.3756 61.2005 53480.961 0.129 -0.0717215 0.1406 -0.0757316 0.0254279 21.9714 0.0281034 2.92037E-05 7.55915E-07 9.09631E-05 -3.31965E-08 -1.36568E-08 15 14.281 0.5043 150.262054 2.658085 15.483 -14.4949 16.5726 0.016082 41.5077 41.3409 0.1081 0.0837 0.154 1.424 0 0.036 0.006 -0.006 -0.016 -0.012 0.617 3
05D2mp 75 4 0 D2 1 0.35486 0 0.35527 0 124.057 0 8.657 0.1825 98.7297 84.2294 77.8101 53711.652 0.134 1.2886 0.1876 0.0156492 0.0243191 22.1308 0.0322994 2.52153E-05 7.50125E-07 0.00111457 -7.86947E-08 -1.41652E-08 32 25.8902 0.7684 149.785965 2.204004 17.6426 -8.94828 44.9059 0.016942 41.5948 41.3819 0.1172 0.0751 0.2 1.707 0 -0.016 0.008 0.004 0.072 0.008 0.782 3
05D2nn 76 4 0 D2 1 0.87116 0 0.87217 0 303.3351 0 6 5 16.0979 13.1945 6.8669 53713.16 0.52 -0.942225 0.2168 -0.176176 0.0440606 24.1363 0.0532928 3.97637E-06 1.95178E-07 0.000529088 -1.60731E-08 2.67566E-09 24 42.8016 0.0147146 149.707291 2.710264 12.7924 -7.25059 41.8721 0.017544 43.6667 43.7335 0.1265 0.1972 -0.095 -0.747 0 0.276 0.02 -0.003 -0.643 -0.103 0.315 3
05D2ob 77 4 0 D2 1 0.92516 0 0.92624 0 322.9976 0 8.557 0.374 19.9842 9.1221 8.0013 53727.891 0.894 1.0915 0.5893 0.0400568 0.0270598 24.5456 0.0562996 2.72746E-06 1.41429E-07 0.00326635 -5.13247E-08 1.42647E-10 34 36.2981 0.408 149.753021 1.848985 12.4111 -14.7357 38.1651 0.017802 44.1449 43.8947 0.1077 0.1652 0.232 2.153 0 -0.272 0.017 -0.03 0.207 0.074 0.296 3
05D3cf 78 4 0 D3 1 0.4194 0 0.41957 0 50.4028 0 9.609 0.138 82.5221 60.8508 59.7731 53418.812 0.21 -0.253457 0.1732 0.00786825 0.0262418 22.68 0.0269106 1.52055E-05 3.76878E-07 0.000152196 -1.8735E-08 -6.98253E-09 26 23.216 0.6207 214.222458 52.345055 14.7166 -6.47188 39.8994 0.010492 41.9488 41.8071 0.1281 0.0892 0.134 1.045 0 -0.033 0.008 -0.001 -0.029 0.008 0.826 3
05D3cq 79 4 0 D3 1 0.89038 0 0.89073 0 102.9565 0 8.876 0.27 28.7859 27.5285 17.1349 53450.797 0.811 -0.704787 0.4478 -0.192135 0.0498209 23.9327 0.042996 4.79665E-06 1.89951E-07 0.00305651 -3.81712E-08 2.27087E-09 42 45.5776 0.3653 214.692352 53.132137 10.0736 -5.43155 44.2233 0.008342 43.5043 43.7899 0.133 0.2143 -0.304 -2.286 0 0.331 0.022 0.004 -0.554 -0.112 0.306 3
05D3dd 80 4 0 D3 1 0.48038 0 0.48057 0 55.2829 0 11.222 0.097 91.7979 59.9443 55.5008 53455.297 0.096 -0.213481 0.1246 -0.0306153 0.0245328 22.69 0.0256605 1.50663E-05 3.56081E-07 0.000107754 -1.63284E-08 -6.09086E-09 43 41.7009 0.5277 215.626862 52.606792 12.8642 -9.97677 43.2723 0.008084 42.1402 42.1581 0.1204 0.0834 -0.042 -0.352 0 -0.013 0.006 -0.002 -0.039 0.001 0.769 3
05D3gp 81 4 0 D3 1 0.58038 0 0.5806 0 66.4291 0 9.015 0.185 27.4765 16.2185 9.4758 53454.934 0.342 -0.485366 0.3881 -0.0712763 0.044475 23.2596 0.046988 8.9161E-06 3.85867E-07 0.00411528 -1.08691E-07 -5.51153E-09 41 43.0557 0.3833 215.676315 52.724689 12.05 -9.11046 43.9033 0.007568 42.728 42.6525 0.1626 0.1682 0.041 0.252 0 0.023 0.007 -0.005 -0.077 -0.011 0.658 3
05D3ha 82 4 0 D3 1 0.80538 0 0.80569 0 92.8947 0 11.164 0.159 18.7246 12.1946 8.6624 53484.816 0.302 -0.196664 0.3875 0.0952107 0.0618985 24.1194 0.0539765 4.03853E-06 2.00772E-07 0.00700814 -5.82174E-08 -1.59639E-09 49 51.9182 0.3608 215.210129 52.834038 10.548 -12.9242 44.6178 0.007826 43.458 43.5215 0.163 0.2331 -0.091 -0.559 0 -0.363 0.021 -0.042 -0.239 0.077 0.401 3
05D3hs 83 4 0 D3 1 0.66438 0 0.66464 0 76.2791 0 9.004 0.13 37.4115 25.7513 14.1326 53490.879 0.293 0.5659 0.2077 -0.159919 0.0550162 23.247 0.0354601 9.02023E-06 2.94601E-07 0.00172391 -3.33968E-08 -8.27681E-09 43 43.9285 0.432 215.306503 52.903809 11.4417 -14.6203 44.7552 0.008514 42.9515 43.0094 0.1594 0.1918 -0.048 -0.299 0 0.278 0.007 0 -0.035 -0.077 0.522 3
05D3jb 84 4 0 D3 1 0.74538 0 0.74566 0 85.1409 0 10.471 0.0465 32.0554 31.8385 14.0306 53515.305 0.248 0.9429 0.2316 -0.0635274 0.0478955 23.6541 0.0300628 6.19934E-06 1.71653E-07 -4.5326E-05 -1.91165E-08 -1.21477E-09 40 63.776 0.00981448 215.541656 52.878132 9.1802 -11.9404 40.6631 0.00774 43.3689 43.315 0.1546 0.1862 0.071 0.459 0 0.025 0.006 0.001 0.072 -0.003 0.514 3
05D3jk 85 4 0 D3 1 0.7364 0 0.73669 0 87.7734 0 9.457 0.3105 52.3882 39.7038 19.3743 53507.777 0.232 0.7839 0.181 -0.12427 0.0437608 23.4213 0.0263219 7.68201E-06 1.86237E-07 -0.000244863 -1.07976E-08 -1.98031E-09 42 56.8996 0.0622254 214.197723 52.592487 9.2053 -7.66624 43.493 0.008256 43.1157 43.2827 0.1389 0.167 -0.15 -1.079 0 0.191 0.005 0.006 0.002 -0.05 0.485 3
05D3jr 86 4 0 D3 1 0.37039 0 0.37053 0 43.0783 0 8.008 0.833 95.8188 81.7325 73.1789 53494.691 0.269 -0.901728 0.12 0.049486 0.022432 22.3694 0.0259087 2.02422E-05 4.83036E-07 -0.000204247 4.31413E-09 -8.74829E-09 41 61.6865 0.0199138 214.869781 52.864849 13.8971 -14.0596 42.8604 0.006708 41.3945 41.4889 0.1208 0.0709 -0.096 -0.796 0 -0.045 0.014 0.001 -0.029 0.011 0.862 3
05D3kp 87 4 0 D3 1 0.85039 0 0.85073 0 100.4423 0 10.62 0.1265 36.9666 29.2151 16.4213 53530.043 0.323 1.2658 0.2304 -0.139197 0.0469296 23.8613 0.0327038 5.12254E-06 1.54298E-07 0.000537002 -1.14172E-08 1.35006E-09 36 23.3162 0.9492 215.012268 52.270828 8.6592 -15.0063 30.3885 0.009116 43.6487 43.6669 0.1251 0.1918 -0.046 -0.367 0 0.282 0.008 0.029 0.239 -0.059 0.322 3
05D3kx 88 4 0 D3 1 0.21938 0 0.21946 0 24.9426 0 10.63 0.0675 186.635 176.1284 139.5776 53534.168 0.069 0.7062 0.0627544 -0.042768 0.0237359 20.5897 0.026885 0.000104262 2.58173E-06 -0.000204659 -6.13908E-09 -5.03897E-08 29 21.6713 0.8335 215.45842 53.137119 13.1672 -12.9172 42.7573 0.009804 40.2126 40.1823 0.0999 0.0714 0.021 0.208 0 0.003 0.009 -0.001 0 -0.001 0.586 3
05D3lb 89 4 0 D3 1 0.64739 0 0.64764 0 75.3551 0 8.931 0.23 42.8518 40.8874 16.5138 53528.664 0.256 0.2957 0.1822 0.0371233 0.047538 23.638 0.0279206 6.29224E-06 1.6181E-07 0.000116854 -8.84252E-09 -3.70073E-09 35 25.5406 0.8791 214.382324 53.167927 9.698 -14.1735 34.9713 0.009374 42.995 42.9408 0.1751 0.171 0.064 0.368 0 -0.144 0.009 -0.008 -0.067 0.034 0.745 3
05D3lr 90 4 0 D3 1 0.60038 0 0.6006 0 67.8607 0 10.873 0.051 26.6615 24.8995 10.0518 53540.996 0.307 0.1748 0.3445 0.1053 0.038385 23.5878 0.0377462 6.58962E-06 2.29092E-07 0.00126363 -5.26262E-08 -2.86475E-09 37 30.4356 0.7688 215.550583 53.184277 9.9951 -14.1284 28.3154 0.00946 42.7557 42.7416 0.1684 0.1525 -0.021 -0.122 0 -0.171 0.012 -0.007 -0.079 0.041 0.806 3
05D3mn 91 4 0 D3 1 0.76039 0 0.7607 0 90.3737 0 10.432 0.1145 56.1945 34.7644 15.4411 53559.312 0.328 -0.208763 0.2899 -0.0340873 0.0491378 23.7585 0.0279187 5.63114E-06 1.44799E-07 0.00172691 -1.16603E-08 -4.30557E-10 18 21.5216 0.2539 214.688507 52.323147 9.0754 -14.2068 15.3121 0.007654 43.2888 43.3682 0.1531 0.1886 -0.062 -0.406 0 -0.079 0.009 -0.012 -0.18 0.01 0.494 3
05D3mx 92 4 0 D3 1 0.47039 0 0.47057 0 54.9612 0 10.788 0.066 69.0793 31.7273 20.9646 53570.004 0.148 -1.37564 0.1065 -0.0770414 0.029933 22.7818 0.0267583 1.38452E-05 3.41219E-07 0.000119706 -7.89556E-09 -5.74336E-09 20 26.2349 0.1582 215.537918 52.219177 8.7877 -13.3371 11.0783 0.010234 42.1618 42.1035 0.1239 0.103 0.034 0.273 0 0.047 0.011 -0.008 -0.059 -0.017 0.681 3
05D4af 93 4 0 D4 1 0.49791 0 0.49737 0 -162.828 0 8.986 0.0885 47.7226 43.7198 23.7822 53536.789 0.316 0.1289 0.234 -0.0252435 0.0301203 22.8553 0.0281585 1.29389E-05 3.35569E-07 -0.000411501 -2.70469E-08 -5.75102E-09 39 61.2477 0.0129531 334.138092 -18.004923 9.3396 -4.80268 38.4657 0.02494 42.2942 42.2474 0.1382 0.1135 0.05 0.365 0 -0.022 0.006 -0.002 -0.031 0.004 0.771 3
05D4av 94 4 0 D4 1 0.50791 0 0.50736 0 -165.777 0 10.285 0.1175 37.4719 37.1257 23.4319 53553.496 0.263 0.8751 0.1775 0.1725 0.0292093 23.3156 0.0286171 8.46732E-06 2.23176E-07 0.000229052 -1.07088E-08 -4.47498E-09 48 56.2621 0.1931 333.543945 -17.911943 9.8731 -11.9051 42.363 0.024424 42.3004 42.2993 0.1398 0.0996 0.005 0.035 0 -0.126 0.014 0.001 0.062 0.037 0.895 3
05D4bf 95 4 0 D4 1 0.58791 0 0.58728 0 -191.788 0 10.23 0.084 37.3968 25.8124 11.4905 53551.031 0.36 0.0795797 0.2313 -0.00277466 0.0386766 23.3615 0.0311691 8.11687E-06 2.33018E-07 0.00221838 -2.42758E-08 -4.18275E-09 52 62.6682 0.1477 334.109772 -18.232067 9.376 -13.4936 44.901 0.024768 42.8102 42.6826 0.1496 0.1342 0.093 0.622 0 -0.068 0.007 -0.004 -0.061 0.015 0.747 3
05D4bj 96 4 0 D4 1 0.69992 0 0.69915 0 -228.05 0 9.265 0.0965 30.7336 20.5725 9.0818 53564.039 0.348 0.1928 0.2937 0.0700628 0.0434674 23.8534 0.0338432 5.15967E-06 1.60831E-07 0.000807478 -2.4416E-08 -1.54127E-09 42 52.1153 0.1363 333.748596 -18.133404 8.7701 -7.93651 44.2915 0.024252 43.1528 43.1437 0.1697 0.1695 0.026 0.155 0 -0.224 0.012 -0.016 -0.099 0.052 0.709 3
05D4cn 97 4 0 D4 1 0.76191 0 0.76108 0 -249.468 0 10.461 0.3055 40.3427 25.5208 13.0673 53583.559 0.378 1.1376 0.2411 0.00625812 0.0522582 23.8103 0.0317722 5.36883E-06 1.5711E-07 0.00030646 -1.35244E-08 9.56168E-11 49 95.3437 0.000117518 333.381073 -17.288845 8.4617 -14.2025 40.1415 0.022274 43.4248 43.3695 0.1667 0.2049 0.072 0.435 0 -0.102 0.008 -0.002 0.185 0.035 0.516 3
05D4cs 98 4 0 D4 1 0.78891 0 0.78805 0 -258.159 0 8.98 0.6325 43.013 21.6894 15.4428 53588.633 0.317 1.3948 0.2123 -0.11267 0.0483958 23.7183 0.0306351 5.84366E-06 1.64884E-07 -7.89616E-05 -1.19813E-08 3.19692E-10 49 62.1868 0.0977582 334.324249 -17.88015 8.3341 -13.4755 44.4614 0.024338 43.4539 43.4624 0.1341 0.1924 -0.036 -0.27 0 0.202 0.008 0.022 0.286 -0.037 0.367 3
05D4dt 99 4 0 D4 1 0.40591 0 0.40547 0 -132.883 0 10.429 0.115 73.3923 63.0138 43.2586 53609.586 0.174 -0.981025 0.1052 -0.0465478 0.0239807 22.554 0.026985 1.7076E-05 4.2441E-07 -2.62761E-05 -7.55183E-09 -7.62356E-09 50 76.841 0.00869638 333.607697 -17.67111 10.5888 -12.8959 43.1159 0.022274 41.9258 41.7193 0.1131 0.0772 0.187 1.652 0 0.004 0.01 -0.004 -0.034 -0.004 0.716 3
05D4dy 100 4 0 D4 1 0.80892 0 0.80804 0 -263.456 0 8.321 0.1705 19.0357 13.3168 7.0304 53616.379 0.703 -0.372178 0.3814 -0.11563 0.062142 24.3387 0.042937 3.30006E-06 1.30506E-07 0.00399371 -1.33324E-08 2.1349E-09 45 38.2217 0.7526 333.875488 -18.215502 8.2484 -13.7776 36.3756 0.02236 43.9042 43.5293 0.1571 0.2488 0.347 2.211 0 0.107 0.009 -0.005 -0.288 -0.043 0.334 3
05D4ej 101 4 0 D4 1 0.58392 0 0.58328 0 -190.43 0 10.133 0.156 37.588 34.6879 19.674 53627.793 0.189 0.2112 0.1722 -0.0225371 0.0312822 23.4618 0.0286973 7.401E-06 1.95617E-07 0.000209219 -1.53901E-08 -2.59874E-09 53 49.115 0.6262 333.968811 -18.195719 9.3799 -11.63 34.338 0.024596 42.9766 42.6646 0.1362 0.1165 0.277 2.037 0 -0.043 0.006 -0.004 -0.045 0.009 0.728 3
05D4ev 102 4 0 D4 1 0.72091 0 0.72013 0 -235.298 0 10.883 0.0615 18.7037 15.8183 8.63 53631.281 0.284 -1.1064 0.2754 -0.0351744 0.0610586 23.9841 0.0410338 4.57466E-06 1.72893E-07 0.00186615 -2.74802E-08 -1.19566E-09 45 45.4671 0.4945 333.37677 -17.700785 9.8722 -12.7305 42.9619 0.022876 43.387 43.2223 0.2009 0.2316 0.182 0.905 0 -0.088 0.014 -0.018 -0.29 0.007 0.616 3
05D4fg 103 4 0 D4 1 0.83791 0 0.83699 0 -274.607 0 11.277 0.0915 26.3943 19.6772 10.9124 53641.754 0.417 0.2742 0.2662 -0.153172 0.0540527 23.9222 0.0392179 4.84294E-06 1.74932E-07 0.00287122 -1.58603E-08 2.04136E-09 41 41.0077 0.4703 334.172272 -17.595461 9.2484 -14.342 36.692 0.024854 43.6355 43.6234 0.1363 0.2153 -0.016 -0.114 0 0.253 0.008 0.013 -0.164 -0.072 0.319 3
05D4gw 104 4 0 D4 1 0.80691 0 0.80603 0 -264.045 0 8.984 0.114 17.3802 9.2599 6.4785 53678.637 0.689 0.0264593 0.4621 0.0371388 0.0676635 24.2046 0.0515032 3.73387E-06 1.77121E-07 0.00401865 -3.67498E-08 3.16658E-09 20 28.1534 0.1058 333.697327 -17.5319 9.407 -13.4947 16.9213 0.020468 43.6222 43.5226 0.1882 0.2787 0.072 0.382 0 -0.246 0.012 -0.029 -0.174 0.051 0.395 3
06D2bk 105 4 0 D2 1 0.50016 0 0.50074 0 174.5862 0 8.617 0.0855 74.6286 38.1417 35.5138 53773.746 0.319 0.4703 0.2778 0.00691811 0.0321446 23.0223 0.0285775 1.10934E-05 2.91987E-07 0.001153 -3.81637E-08 -5.05713E-09 16 19.7543 0.287 149.678635 2.171984 7.9376 -4.88607 18.3951 0.016512 42.4129 42.265 0.1445 0.1172 0.152 1.049 0 -0.038 0.006 -0.001 -0.012 0.01 0.814 3
06D2cc 106 4 0 D2 1 0.53316 0 0.53378 0 186.1193 0 10.87 0.1085 24.8894 20.6153 15.2327 53788.582 0.45 -0.564896 0.3318 0.0863075 0.049599 23.2011 0.042617 9.40894E-06 3.69317E-07 0.00471649 -7.12969E-08 -1.0599E-08 22 31.4968 0.086389 149.86203 2.451355 30.6712 -14.4394 44.2411 0.016598 42.2848 42.4319 0.1839 0.1642 -0.143 -0.78 0 -0.132 0.013 -0.001 -0.112 0.031 0.869 3
06D2ce 107 4 0 D2 1 0.82116 0 0.82212 0 287.1073 0 11.326 0.0705 22.1119 9.8381 9.2068 53799.645 1.173 2.0405 0.8885 0.0022512 0.0765956 23.9148 0.0499124 4.876E-06 2.24155E-07 0.0290395 -5.68566E-08 4.06479E-09 18 9.5364 0.9635 150.43425 2.713314 25.8027 -14.9425 43.2113 0.017544 43.536 43.5754 0.1859 0.2843 -0.067 -0.361 0 0.048 0.021 0.032 0.901 0.034 0.373 3
