CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE
2000cn 268 62 0 NULL 1 0.02321 0 0.02348 0 81.6736 0 10.9619 0.2809 98.7031 72.3827 63.8655 51707.816 0.07 -2.56438 0.1589 0.0940824 0.028665 16.3136 0.0432116 0.00535252 0.000213027 0.000293022 -4.0577E-06 -4.76899E-06 32 25.4019 0.7894 269.425385 27.82572 11.9497 -7.78201 20.6668 0.04902 34.9998 35.0509 0.1451 0.112 -0.016 -0.11 0 -0.077 0.008 0.015 -0.099 0.021 0.861 0
2000dk 269 62 0 NULL 1 0.01602 0 0.01635 0 98.5147 0 10.4766 0.3742 155.1071 135.7177 90.4783 51812.922 0.094 -2.0428 0.0787949 -0.0152229 0.0288489 15.1367 0.0478571 0.0158248 0.000697526 -0.000104211 -8.60697E-07 -1.53718E-05 23 26.0798 0.3491 16.844589 32.411072 18.4786 -4.95861 31.1498 0.0602 34.2287 34.2534 0.1509 0.1364 -0.016 -0.106 0 0.002 0.003 -0.004 -0.03 -0.003 0.746 0
2000fa 270 62 0 NULL 1 0.0218 0 0.02275 0 283.8525 0 9.97 4 155.1071 108.5743 98.7034 51893.098 0.08 0.4862 0.0836706 0.0543856 0.028202 15.6582 0.0481592 0.00978838 0.000434176 -7.38473E-05 -4.12174E-06 -9.51667E-06 17 16.6152 0.5497 108.87748 23.426439 21.6294 -10.9543 39.8816 0.05934 34.8797 34.9812 0.1404 0.1106 -0.042 -0.298 0 -0.042 0.002 0.008 0.002 0.014 0.816 0
6 1 15 1 NULL 1 0.2305 0.001 0.23027 0.001 -69.5452 0 10.793 0.055 27.0538 25.209 21.923 55204.211 0.475 0.0365123 0.4148 0.136 0.0365631 21.3961 0.0449254 4.96098E-05 2.05274E-06 0.0014066 -2.70589E-07 -6.16384E-08 9 12.2943 0.2658 53.366451 -28.371523 9.749 -12.9256 14.6964 0.0071 40.3444 40.2999 0.1525 0.1227 0.051 0.331 0 -0.086 0.007 0.021 -0.004 0.029 0.863 1
11 2 15 1 NULL 1 0.3812 0.001 0.38164 0.001 133.2808 0 11.764 0.1 21.6665 15.6966 11.2223 55210.762 0.502 -2.15371 0.5511 0.1279 0.0403359 22.8868 0.0446142 1.25689E-05 5.16471E-07 0.00573597 -1.08586E-07 -1.65243E-08 50 47.7384 0.604 149.975922 2.4119 9.4203 -14.6824 41.0411 0.0154 41.8827 41.5643 0.1483 0.1337 0.317 2.135 0 -0.447 0.044 0.013 -1.108 0.078 0.738 1
34 3 15 1 NULL 1 0.2534 0.001 0.2534 0.001 0 0 8.938 0.669 44.8264 41.8134 39.1109 55208.102 0.287 0.9692 0.3553 -0.109525 0.0253223 20.7064 0.0327099 9.36332E-05 2.82088E-06 0.0025461 -3.30019E-07 -5.82448E-08 12 21.6219 0.0615042 36.066437 -3.186536 7.1759 -13.4766 11.2404 0.0237 40.4417 40.5355 0.1077 0.0807 -0.091 -0.841 0 0.125 0.003 -0.02 0.103 -0.035 0.629 1
91 4 15 1 NULL 1 0.1526 0.001 0.15269 0.001 27.6815 0 6.593 0.118 58.201 52.6912 49.5458 55210.355 0.131 -2.3488 0.1265 -0.0129547 0.02866 20.2644 0.0345053 0.000140682 4.47097E-06 -5.87612E-05 -9.00481E-08 -1.02678E-07 32 23.7763 0.8807 129.328903 44.333733 7.7243 -6.03909 41.704 0.0231 39.2956 39.3082 0.1158 0.0875 -0.018 -0.157 0 -0.047 0.024 -0.003 -0.186 0.004 0.685 1
142 5 15 1 NULL 1 0.4365 0.001 0.43673 0.001 67.7859 0 11.713 0.051 22.9382 12.3342 9.1714 55214.203 0.348 -0.741331 0.4232 -0.0221802 0.0382952 22.7266 0.0355986 1.45664E-05 4.77595E-07 0.00223955 -9.73458E-08 -7.68787E-09 55 50.9686 0.6294 162.30925 58.467232 6.1967 -14.3465 43.3822 0.007 42.2048 41.9104 0.1431 0.1473 0.287 2.003 0 -0.154 0.006 -0.022 -0.444 0.017 0.609 1
190 6 15 1 NULL 1 0.1023 0.001 0.10242 0.001 35.8613 0 9.799 0.52 57.403 53.7671 53.5399 55224.359 0.068 0.091133 0.0986647 0.0128472 0.0256927 19.2053 0.0338834 0.000373139 1.16448E-05 0.000342653 -3.25649E-07 -2.5458E-07 31 18.2268 0.9757 148.988464 2.263464 13.6227 -12.5868 39.0873 0.0196 38.5112 38.3706 0.1089 0.0753 0.06 0.55 0 -0.035 0.003 0.008 -0.006 0.011 0.674 1
199 7 15 1 NULL 1 0.3712 0.001 0.37164 0.001 130.5981 0 10.475 0.379 43.9939 39.6938 34.4235 55214.465 0.209 0.8966 0.2282 -0.0951558 0.0241524 21.7387 0.0283152 3.61832E-05 9.4363E-07 0.000632049 -4.93798E-08 -1.73738E-08 50 42.5211 0.7951 151.2314 2.590919 6.4239 -7.19947 44.4771 0.0258 41.477 41.4965 0.1063 0.08 -0.021 -0.201 0 0.111 0.003 -0.008 0.162 -0.025 0.617 1
215 8 15 1 NULL 1 0.4661 0.001 0.46664 0.001 161.5367 0 8.707 8.177 26.415 25.2223 15.5742 55222.746 0.328 0.9828 0.3143 -0.0850942 0.0298197 22.4532 0.0330615 1.87382E-05 5.70592E-07 0.00081805 -9.19418E-08 -9.67713E-09 50 44.7366 0.7193 150.809937 3.144225 6.0078 -12.3862 35.9426 0.0167 42.1263 42.0817 0.1154 0.1136 0.02 0.174 0 0.099 0.004 0.002 0.229 -0.017 0.536 1
236 9 15 1 NULL 1 0.1959 0.001 0.19602 0.001 36.6343 0 10.902 0.009 47.5686 45.8126 38.6538 55211.059 0.143 -0.2042 0.1422 -0.0726581 0.0258878 20.2938 0.0332515 0.000136922 4.19335E-06 0.000498384 -1.64976E-07 -8.83967E-08 30 27.4211 0.6509 131.58017 44.073051 7.4445 -6.40856 39.605 0.0262 39.861 39.9076 0.1065 0.0758 -0.065 -0.607 0 0.027 0.003 -0.012 -0.049 -0.013 0.643 1
420 10 15 1 NULL 1 0.3112 0.001 0.31156 0.001 108.9225 0 9.742 0.708 38.2678 35.3041 26.2371 55223.371 0.161 -0.759306 0.1787 -0.0682782 0.0259695 21.6609 0.0338675 3.88732E-05 1.21257E-06 0.00122343 -8.88795E-08 -2.52891E-08 50 48.6334 0.5682 149.820007 1.613486 6.7182 -14.3279 39.7155 0.0184 41.0975 41.0503 0.1076 0.0752 0.012 0.116 0 0.001 0.003 -0.018 -0.216 -0.014 0.658 1
10026 11 15 1 NULL 1 0.0316 0.001 0.0322 0.001 179.1284 0 10.205 0.01 64.3781 62.284 -99 55248.031 0.08 -0.407068 0.0823557 -0.0230311 0.0326246 16.446 0.0381488 0.004738 0.000166476 0.000208202 -3.77625E-06 -4.72896E-06 15 20.5167 0.1978 160.674545 58.843826 14.6461 -14.093 43.9988 0.0065 35.8349 35.7508 0.1267 0.1269 0.123 0.969 0 -0.01 0.015 0 -0.009 0.002 0.573 1
20027 13 15 1 NULL 1 0.1098 0.001 0.10989 0.001 26.9651 0 10.748 0.107 49.62 47.7248 35.5875 55270.742 0.242 0.3037 0.1516 0.0447153 0.0289418 19.3567 0.0333556 0.000324591 9.97198E-06 -0.000907617 2.21677E-08 -2.43907E-07 14 17.66 0.281 186.336151 46.015209 11.6296 -10.9464 31.2472 0.012 38.6449 38.5343 0.1242 0.0941 0.061 0.491 0 -0.048 0.004 0.012 0.005 0.016 0.743 1
20096 14 15 1 NULL 1 0.2255 0.001 0.22562 0.001 36.3986 0 9.059 0.642 35.3055 32.4777 31.108 55281.441 0.258 -0.693198 0.2157 -0.0651011 0.0328227 20.6632 0.0391457 9.74365E-05 3.51302E-06 0.000772492 -2.73086E-07 -8.8606E-08 19 21.1925 0.3859 161.314117 58.192711 12.3246 -13.8297 41.5179 0.0085 40.0821 40.25 0.1222 0.1022 -0.177 -1.452 0 0.017 0.004 -0.014 -0.107 -0.013 0.668 1
20176 15 15 1 NULL 1 0.2604 0.001 0.26051 0.001 31.9931 0 8.7022 0.1 32.8201 31.929 30.6577 55269.996 0.176 0.9107 0.3094 -0.0764723 0.0269905 20.927 0.030753 7.64186E-05 2.16452E-06 0.000110798 -1.70778E-07 -4.40953E-08 29 40.2471 0.1002 211.862396 53.342918 13.4921 -14.5988 44.8444 0.0078 40.5846 40.604 0.1193 0.0978 -0.016 -0.135 0 0.071 0.003 -0.009 0.112 -0.017 0.663 1
30066 16 15 1 NULL 1 0.2253 0.001 0.22556 0.001 77.3732 0 9.134 0.243 37.37 34.4275 34.1867 55300.414 0.567 1.3874 0.3686 -0.119485 0.0337059 20.4097 0.0424714 0.00012306 4.81379E-06 0.00250703 -5.01193E-07 -1.33818E-07 6 3.6226 0.8221 150.183395 3.403975 11.5199 -9.81589 17.0629 0.0207 40.2114 40.2493 0.1171 0.1035 -0.047 -0.405 0 0.16 0.006 -0.02 0.198 -0.04 0.606 1
40137 17 15 1 NULL 1 0.4474 0.001 0.44758 0.001 52.6525 0 8.743 0.953 15.3981 12.6502 11.3977 55326.395 1.23 1.1067 0.5394 0.0371509 0.0449073 22.533 0.0577067 1.74098E-05 9.25327E-07 -4.77496E-05 -1.45831E-07 -2.59633E-08 45 52.4246 0.2389 214.460434 52.801048 11.7484 -14.5101 43.4736 0.0091 41.9618 41.9738 0.1552 0.1718 -0.02 -0.127 0 -0.089 0.008 0.031 0.398 0.049 0.582 1
40166 18 15 1 NULL 1 0.4399 0.001 0.44007 0.001 50.3922 0 8.798 1.167 15.4556 10.1876 7.9709 55326.449 1.428 0.3511 0.6198 -0.137588 0.0450388 22.4908 0.0560799 1.80995E-05 9.34869E-07 -0.00345356 -3.61313E-08 -2.13762E-08 44 62.0073 0.0469823 214.119614 54.053562 6.2522 -2.74347 43.6621 0.01 42.1844 41.9301 0.1651 0.1897 0.247 1.493 0 0.173 0.004 -0.029 -0.1 -0.059 0.569 1
40782 19 15 1 NULL 1 0.3374 0.001 0.33742 0.001 7.0587 0 10.152 0.358 13.8915 13.1558 12.0029 55352.441 0.538 -0.584295 0.4376 0.1644 0.042576 22.16 0.0516865 2.4548E-05 1.16861E-06 0.00572772 -2.59649E-07 -3.73471E-08 35 37.2642 0.4107 242.076706 54.90815 12.7852 -14.9876 44.8344 0.0064 41.0787 41.2513 0.1545 0.1314 -0.186 -1.2 0 -0.259 0.018 0.044 -0.234 0.072 0.819 1
50005 20 15 1 NULL 1 0.5283 0.001 0.52851 0.001 63.678 0 9.633 0.557 14.3244 10.7561 9.3193 55353.242 0.598 1.4136 0.672 0.00545954 0.0432041 22.6434 0.0492267 1.57273E-05 7.13067E-07 0.00413106 -2.94511E-07 -1.14615E-08 35 32.9876 0.6126 211.81218 53.997612 11.1264 -14.2301 36.69 0.0109 42.2019 42.4059 0.1418 0.1885 -0.2 -1.412 0 -0.053 0.012 0.033 0.586 0.048 0.424 1
50203 22 15 0 NULL 1 0.5761 0.001 0.57613 0.001 10.4444 0 8.835 1.294 11.5291 10.4024 6.7095 55350.16 0.886 1.0254 0.6766 -0.109377 0.058133 22.855 0.0649101 1.29415E-05 7.73698E-07 0.0170551 -3.75432E-07 -1.68692E-08 49 63.484 0.0953296 242.792953 55.122307 10.8488 -14.3138 42.6019 0.0062 42.5601 42.6321 0.1405 0.2054 -0.107 -0.759 0 0.163 0.01 0.004 0.264 -0.032 0.365 1
50251 23 15 1 NULL 1 0.3876 0.001 0.38775 0.001 43.9353 0 11.401 0.015 9.9446 8.9116 7.0336 55367.93 0.073 0.707 0.5873 0.00277102 0.0469027 22.2182 0.0569456 2.32654E-05 1.22024E-06 0.009799 -4.2479E-07 -3.03226E-08 31 36.1511 0.2808 214.327362 53.978317 7.2088 -14.8005 29.8235 0.0086 41.7512 41.6048 0.161 0.1631 0.127 0.787 0 -0.075 0.003 0.014 0.136 0.03 0.673 1
50293 24 15 1 NULL 1 0.36 0.001 0.36001 0.001 4.277 0 8.555 8.052 29.2324 27.7263 12.562 55355.711 0.371 0.426 0.408 -0.0106875 0.0325929 21.8192 0.0358437 3.35972E-05 1.10915E-06 0.00222817 -2.39826E-07 -2.29823E-08 37 42.8079 0.2724 244.448776 55.302288 12.5718 -14.9357 44.5514 0.0086 41.2883 41.4156 0.135 0.1211 -0.129 -0.956 0 -0.059 0.003 0.006 0.037 0.019 0.685 1
50301 25 15 1 NULL 1 0.347 0.001 0.34701 0.001 3.5159 0 10.5212 0.1 29.8688 18.3581 13.8175 55358.27 0.46 0.8364 0.4922 0.1665 0.0369611 22.0883 0.0448901 2.6223E-05 1.0842E-06 0.0059728 -3.22993E-07 -3.08029E-08 38 52.0959 0.0782476 244.724197 55.782909 12.6931 -14.7521 43.8242 0.0064 41.1282 41.3222 0.1474 0.1219 -0.207 -1.404 0 -0.165 0.015 0.063 0.314 0.075 0.811 1
50607 28 15 1 NULL 1 0.4391 0.001 0.43927 0.001 52.3663 0 9.458 0.394 17.6892 12.5754 10.1272 55367.5 0.178 0.1383 0.3936 0.0739845 0.0444799 22.649 0.047071 1.56459E-05 6.78312E-07 0.00483297 -1.33609E-07 -2.12541E-08 31 32.4143 0.4463 213.513916 53.36219 6.9507 -13.972 29.0546 0.0082 41.92 41.9254 0.1378 0.1415 -0.013 -0.095 0 -0.218 0.01 0.014 -0.094 0.059 0.595 1
70955 29 15 1 NULL 1 0.3492 0.001 0.34923 0.001 7.9147 0 9.513 0.464 32.9842 27.0006 18.5165 55438.52 0.351 1.431 0.339 -0.0267604 0.0289726 21.639 0.0349215 3.96642E-05 1.27575E-06 0.00294864 -2.1377E-07 -3.00287E-08 32 20.0812 0.9623 241.475372 55.19783 5.1886 -12.0219 13.846 0.0062 41.2212 41.3384 0.1172 0.091 -0.13 -1.111 0 0.045 0.004 0.019 0.445 0.012 0.68 1
80723 31 15 1 NULL 1 0.4305 0.001 0.43015 0.001 -105.354 0 9.753 0.323 18.3393 13.3543 11.0922 55473.906 0.288 0.1818 0.31 -0.146788 0.0353123 22.1805 0.0428965 2.40876E-05 9.51679E-07 0.00159405 -1.53428E-07 -2.13496E-08 47 52.1741 0.3149 34.986366 -3.960606 7.8245 -14.8849 42.8942 0.0176 41.8743 41.8712 0.1238 0.1225 -0.005 -0.038 0 0.18 0.004 -0.037 -0.177 -0.066 0.569 1
90201 32 15 1 NULL 1 0.5088 0.001 0.50818 0.001 -185.772 0 8.684 7.083 16.3974 11.5736 8.9805 55483.5 0.592 0.0472343 0.5004 -0.0851126 0.0415603 22.5055 0.0480287 1.7856E-05 7.89877E-07 0.0017463 -2.48917E-07 -1.36196E-08 33 43.7628 0.1219 353.328278 -0.950711 13.245 -11.9205 34.9674 0.0331 42.1228 42.3035 0.1377 0.1714 -0.177 -1.285 0 0.008 0.005 -0.024 -0.237 -0.019 0.459 1
91869 33 15 1 NULL 1 0.2888 0.001 0.28845 0.001 -105.475 0 10.347 0.444 33.8602 27.5223 19.0639 55495.664 0.298 1.3525 0.328 0.00146722 0.0318658 21.301 0.0486006 5.41514E-05 2.42397E-06 0.00205103 -3.51775E-07 -6.26703E-08 28 35.0917 0.2015 351.907471 -1.762453 10.9284 -14.8559 31.5013 0.0474 40.8444 40.8573 0.1267 0.0988 -0.011 -0.088 0 0.021 0.005 0.017 0.356 0.014 0.74 1
100090 100090 15 1 NULL 1 0.1727 0.001 0.17281 0.001 33.0318 0 9.978 0.071 30.3916 29.0908 25.9455 55506.336 0.384 -1.02391 0.332 0.0486361 0.0316188 20.8145 0.0392294 8.47639E-05 3.06265E-06 0.00119607 -1.94117E-07 -7.7575E-08 16 15.7495 0.5417 131.827972 43.408115 10.238 -4.03923 36.0597 0.0211 39.8381 39.6039 0.1343 0.1015 0.211 1.573 0 -0.059 0.007 0.007 -0.095 0.014 0.811 1
100163 100163 15 1 NULL 1 0.318 0.001 0.31774 0.001 -76.6523 0 10.434 0.358 25.3069 10.2344 9.7255 55522.789 0.437 0.2806 0.4721 -0.0663995 0.0515271 21.5778 0.0851701 4.19656E-05 3.29197E-06 0.00725917 -9.43492E-07 -1.38703E-07 15 8.9938 0.9137 35.442341 -5.1516 15.2394 -14.7032 36.0265 0.0194 41.1978 41.0997 0.1494 0.1484 0.063 0.424 0 0.027 0.002 -0.009 -0.014 -0.01 0.658 1
100213 100213 15 1 NULL 1 0.2752 0.001 0.27509 0.001 -31.6703 0 9.414 0.36 23.0006 15.8634 12.3198 55521.371 0.058 0.8389 0.3125 0.0267554 0.0404482 21.5041 0.0566089 4.49116E-05 2.34164E-06 0.0030666 -4.07383E-07 -7.63202E-08 22 16.7117 0.8232 53.06715 -27.194307 8.6234 -14.7939 43.0618 0.0063 40.8637 40.7391 0.1415 0.119 0.159 1.124 0 -0.023 0.003 0.015 0.163 0.017 0.769 1
100405 100405 15 1 NULL 1 0.103 0.001 0.10293 0.001 -21.5491 0 11.1314 0.1 43.7876 41.7474 33.5844 55534.184 0.192 -0.920768 0.3704 0.0533893 0.055174 19.1812 0.085609 0.000381517 3.00822E-05 0.0159557 -9.82945E-06 -1.56613E-06 8 6.6552 0.673 53.628551 -27.320578 9.9692 -14.2139 20.9509 0.0091 38.2534 38.3822 0.1295 0.1021 -0.209 -1.617 0 -0.055 0.007 0.012 -0.031 0.017 0.75 1
110033 110033 15 1 NULL 1 0.2049 0.001 0.20584 0.001 281.1522 0 10.063 0.237 43.4441 12.703 8.0148 55543.762 0.247 1.3105 0.3926 -0.0256228 0.0528333 20.3289 0.0894369 0.000132564 1.09199E-05 0.00479075 -2.71199E-06 -4.85264E-07 13 8.6101 0.8552 34.903133 -3.529244 17.4173 -11.0834 44.405 0.0177 39.9181 40.0262 0.1564 0.149 -0.114 -0.729 0 0.014 0.005 0.01 0.2 0.007 0.717 1
110478 110478 15 1 NULL 1 0.2647 0.001 0.2646 0.001 -30.062 0 9.468 0.394 24.8389 21.9005 21.2905 55555.258 0.385 0.9276 0.3211 -0.0320809 0.0323303 21.0567 0.0404697 6.78113E-05 2.5276E-06 -0.000911763 -2.86312E-07 -5.60273E-08 16 13.0049 0.7359 53.580303 -27.568903 8.695 -7.79336 33.1526 0.0069 40.6074 40.6426 0.1375 0.1209 -0.032 -0.232 0 0.017 0.003 0.005 0.145 0.003 0.713 1
110536 110536 15 1 NULL 1 0.2348 0.001 0.23466 0.001 -40.8012 0 10.577 0.198 13.5322 12.6894 11.2783 55555.898 0.55 0.5596 0.5121 0.1835 0.0505913 21.3235 0.0635369 5.3041E-05 3.10394E-06 -0.00222609 -5.36217E-07 -1.06032E-07 10 12.7514 0.3099 54.332516 -26.901747 15.3821 -8.50065 33.4365 0.0093 40.1853 40.3463 0.2031 0.1887 -0.155 -0.763 0 -0.093 0.009 0.035 0.122 0.04 0.868 1
110567 110567 15 1 NULL 1 0.2145 0.001 0.21434 0.001 -49.0822 0 11.403 0.006 19.8859 15.635 11.7511 55550.539 0.147 -1.00786 0.469 0.1569 0.0491504 21.3115 0.0588975 5.36284E-05 2.90916E-06 0.0016754 -3.96663E-07 -1.16391E-07 10 12.2212 0.3473 52.713146 -26.459984 25.4329 -13.2856 38.4066 0.0086 40.0575 40.1247 0.1822 0.159 -0.077 -0.421 0 -0.124 0.012 0.021 -0.178 0.032 0.892 1
110719 110719 15 0 NULL 1 0.4276 0.001 0.42784 0.001 72.3722 0 11.348 0.343 10.8331 9.76 6.8563 55566.93 0.735 0.3565 0.5547 -0.0324313 0.0515111 22.7989 0.0566767 1.36283E-05 7.11415E-07 0.004195 -2.01872E-07 -2.01607E-08 37 41.3487 0.3266 129.923065 43.964424 8.2669 -15.0173 34.0367 0.0197 42.3955 41.8574 0.1715 0.1892 0.53 3.092 0 -0.063 0.003 -0.003 -0.028 0.015 0.616 1
110734 110734 15 1 NULL 1 0.4019 0.001 0.40214 0.001 71.3408 0 11.404 0.019 13.8523 12.2058 10.9064 55570.703 0.561 0.4674 0.6021 -0.056542 0.0431841 21.9616 0.0570334 2.94686E-05 1.54798E-06 0.0105794 -6.85922E-07 -4.03342E-08 32 22.5403 0.9149 131.068924 45.344208 7.9195 -7.35366 31.9681 0.0214 41.6101 41.6981 0.147 0.151 -0.108 -0.732 0 -0.009 0.003 -0.005 0.012 0.002 0.623 1
120085 120085 15 1 NULL 1 0.3218 0.001 0.32218 0.001 112.7859 0 10.9 0.115 18.8653 15.2422 12.2841 55571.223 0.304 -2.27747 0.3273 0.0556272 0.0423895 21.8609 0.050225 3.23339E-05 1.49573E-06 0.00451386 -2.64554E-07 -4.73607E-08 31 38.4444 0.2007 150.470947 2.042647 10.4504 -8.04263 43.9786 0.015 40.8889 41.1346 0.1468 0.1259 -0.28 -1.91 0 -0.232 0.027 0.007 -0.853 0.028 0.776 1
120094 120094 15 1 NULL 1 0.4512 0.001 0.45173 0.001 158.2971 0 11.65 7.62 18.2019 17.6997 14.129 55570.789 0.42 1.0643 0.4284 -0.156652 0.0342393 22.2365 0.0389695 2.28771E-05 8.21111E-07 0.00419912 -2.21267E-07 -1.68411E-08 38 35.7181 0.6204 150.526169 2.087794 10.2775 -7.02586 44.4908 0.0149 42.0484 41.9976 0.1217 0.1232 0.043 0.353 0 0.291 0.006 -0.014 0.239 -0.072 0.547 1
120336 120336 15 1 NULL 1 0.1612 0.001 0.16139 0.001 56.4736 0 9.757 0.584 44.5657 44.2767 38.4397 55585.215 0.173 -0.233534 0.1757 0.0576691 0.0287821 20.3083 0.0366793 0.000135111 4.56442E-06 0.000762569 -2.58744E-07 -1.10459E-07 23 33.4278 0.0953644 149.082336 1.409467 11.8972 -12.5977 43.1775 0.0197 39.4216 39.4402 0.1248 0.0838 0.029 0.235 0 -0.058 0.005 0.011 -0.033 0.017 0.822 1
120400 120400 15 1 NULL 1 0.3512 0.001 0.35161 0.001 122.4216 0 9.83 0.04 24.4618 20.4107 13.7848 55580.602 0.338 0.2207 0.4217 -0.102891 0.0414831 21.7753 0.0603856 3.49843E-05 1.94573E-06 0.0114245 -6.72404E-07 -6.99152E-08 37 42.8087 0.2724 149.628448 2.871781 10.2228 -14.8148 40.5179 0.0166 41.4074 41.3556 0.1146 0.096 0.039 0.339 0 0.086 0.002 -0.022 -0.075 -0.033 0.622 1
120585 120585 15 1 NULL 1 0.2492 0.001 0.249 0.001 -59.893 0 9.363 0.274 36.7673 33.6199 30.9393 55583.598 0.383 0.2247 0.3092 -0.145298 0.0280639 20.6744 0.0392342 9.64365E-05 3.48483E-06 0.00152072 -3.57952E-07 -7.53809E-08 11 13.6175 0.3258 35.773476 -3.610347 12.8 -12.2375 10.9625 0.0232 40.3673 40.4923 0.1098 0.0905 -0.122 -1.109 0 0.182 0.004 -0.045 -0.065 -0.064 0.6 1
130308 130308 15 1 NULL 1 0.0822 0.001 0.08223 0.001 10.0716 0 10.424 0.513 47.9911 44.9045 40.2344 55595.492 0.461 -1.01832 0.1766 0.0989283 0.0313709 18.9694 0.041958 0.000463682 1.79189E-05 -0.000787033 5.2825E-07 -4.71971E-07 12 17.6944 0.1695 213.237793 52.743664 12.9414 -0.823281 38.0009 0.0088 37.8643 37.8642 0.1292 0.0979 -0.074 -0.572 0 -0.061 0.01 0.015 -0.024 0.019 0.776 1
130514 130514 15 1 NULL 1 0.1056 0.001 0.10588 0.001 82.5053 0 10.2506 0.1 52.7313 48.6102 41.8546 55612.555 0.125 0.9565 0.1769 -0.201028 0.0298229 18.471 0.0469193 0.000733811 3.17111E-05 0.00130094 -3.56025E-06 -7.5058E-07 12 24.4912 0.0269009 130.231674 44.79174 15.2043 -14.7094 36.8743 0.0194 38.4291 38.4478 0.087 0.0886 -0.068 -0.784 0 0.291 0.014 -0.082 -0.008 -0.102 0.383 1
130862 130862 15 1 NULL 1 0.3327 0.001 0.33293 0.001 67.8203 0 9.5892 0.1 26.4985 17.2035 15.5996 55607.152 0.363 0.6676 0.3797 -0.0804669 0.0324476 21.7702 0.0472263 3.51497E-05 1.52891E-06 -0.000626973 -3.34944E-07 -2.58836E-08 30 34.6572 0.2976 184.00174 47.92041 11.2613 -9.42251 44.4057 0.0149 41.405 41.2174 0.14 0.1363 0.175 1.248 0 0.071 0.002 -0.01 0.069 -0.019 0.643 1
140181 140181 15 1 NULL 1 0.1022 0.001 0.10227 0.001 21.6672 0 10.359 0.008 53.0058 52.5252 50.0523 55642.578 0.093 0.7872 0.1142 0.0258835 0.0265043 18.9895 0.0354673 0.000455196 1.48697E-05 0.000351668 -6.5999E-07 -3.29573E-07 24 12.4518 0.9825 183.737915 46.845043 8.3551 -10.873 35.1545 0.0142 38.4117 38.3672 0.1125 0.0793 -0.036 -0.322 0 -0.036 0.004 0.011 0.032 0.014 0.695 1
150509 150509 15 1 NULL 1 0.2928 0.001 0.29282 0.001 7.2139 0 10.78 0.004 29.5547 28.5935 25.6421 55681.879 0.361 0.2037 0.3665 -0.143671 0.02929 21.0943 0.0436177 6.55079E-05 2.63168E-06 0.000256217 -6.08413E-07 -4.43096E-08 24 14.2069 0.958 241.234528 54.878143 11.4465 -7.25528 44.5742 0.0085 40.8299 40.8948 0.1267 0.1212 -0.063 -0.498 0 0.184 0.003 -0.045 -0.076 -0.065 0.603 1
151034 151034 15 1 NULL 1 0.1326 0.001 0.13269 0.001 28.014 0 11.64 4.426 50.3095 49.3748 48.1157 55686.547 0.076 0.3217 0.0979176 -0.137265 0.0254659 19.1234 0.0328761 0.000402394 1.21845E-05 0.000310698 -4.07477E-07 -2.59878E-07 26 34.3847 0.1551 185.137543 46.666145 9.8044 -12.4997 40.4222 0.013 38.8746 38.9759 0.0918 0.0743 -0.124 -1.353 0 0.163 0.003 -0.047 -0.02 -0.058 0.483 1
160039 160039 15 1 NULL 1 0.2707 0.001 0.27088 0.001 54.9351 0 6 1 36.4244 35.4578 29.4243 55700.262 0.265 -1.15714 0.259 -0.063171 0.0287529 21.228 0.0347074 5.79145E-05 1.85134E-06 0.000824367 -1.59864E-07 -4.11885E-08 25 19.2951 0.8237 184.975037 48.140274 7.9509 -14.9299 29.952 0.0102 40.5817 40.7008 0.118 0.0935 -0.084 -0.716 0 0.002 0.004 -0.017 -0.221 -0.015 0.674 1
160099 160099 15 1 NULL 1 0.1004 0.001 0.10044 0.001 11.2814 0 11.223 0.288 55.9136 53.9489 43.3659 55701.09 0.421 0.6212 0.1279 -0.0130004 0.0284667 18.9226 0.041857 0.000484107 1.86632E-05 -0.000199962 -3.68774E-09 -4.45971E-07 24 21.9885 0.6364 214.667114 54.183052 8.2706 -6.99219 42.0099 0.0108 38.4435 38.3254 0.1093 0.0833 0.038 0.344 0 -0.018 0.003 0.004 0.015 0.007 0.633 1
160197 160197 15 1 NULL 1 0.3536 0.001 0.35363 0.001 8.8471 0 10.158 0.073 24.8986 22.1765 11.6607 55711.535 0.546 -0.205685 0.3528 -0.0149368 0.0393146 22.0422 0.0419049 2.73597E-05 1.05597E-06 -0.00103146 -1.10836E-07 -3.01753E-08 49 33.7548 0.9621 241.617432 53.871807 8.1271 -13.3999 44.1564 0.0089 41.5056 41.3702 0.1481 0.1415 0.122 0.827 0 -0.082 0.003 -0.003 -0.143 0.016 0.687 1
